x, y, z
0.210691, -0.093232, -0.020882
0.211031, -0.092460, -0.020390
0.211368, -0.091687, -0.019899
0.211702, -0.090912, -0.019408
0.212034, -0.090136, -0.018920
0.212689, -0.088578, -0.017948
0.213335, -0.087012, -0.016987
0.213969, -0.085439, -0.016035
0.214594, -0.083859, -0.015093
0.215207, -0.082272, -0.014159
0.215810, -0.080677, -0.013236
0.216402, -0.079075, -0.012322
0.216984, -0.077465, -0.011418
0.217554, -0.075849, -0.010524
0.218114, -0.074225, -0.009642
0.218662, -0.072594, -0.008769
0.219199, -0.070955, -0.007908
0.219725, -0.069309, -0.007057
0.220239, -0.067659, -0.006209
0.220741, -0.066002, -0.005373
0.221232, -0.064336, -0.004550
0.221712, -0.062663, -0.003741
0.222180, -0.060982, -0.002947
0.222637, -0.059293, -0.002169
0.223082, -0.057595, -0.001407
0.223516, -0.055889, -0.000662
0.223937, -0.054175, 0.000068
0.224347, -0.052453, 0.000780
0.224744, -0.050723, 0.001476
0.225130, -0.048984, 0.002155
0.225503, -0.047237, 0.002814
0.225864, -0.045481, 0.003453
0.226212, -0.043715, 0.004070
0.226548, -0.041939, 0.004663
0.226871, -0.040154, 0.005234
0.227181, -0.038361, 0.005785
0.227478, -0.036559, 0.006318
0.227761, -0.034750, 0.006834
0.228031, -0.032934, 0.007334
0.228287, -0.031109, 0.007812
0.228530, -0.029273, 0.008260
0.228759, -0.027423, 0.008668
0.228975, -0.025556, 0.009028
0.229178, -0.023670, 0.009331
0.229367, -0.021764, 0.009575
0.229541, -0.019839, 0.009761
0.229701, -0.017893, 0.009885
0.229846, -0.015924, 0.009936
0.229976, -0.013927, 0.009901
0.230090, -0.011898, 0.009766
0.230141, -0.010864, 0.009639
0.230188, -0.009813, 0.009452
0.230232, -0.008733, 0.009179
0.230271, -0.007611, 0.008765
0.230300, -0.006674, 0.008307
0.230314, -0.006195, 0.008044
0.230327, -0.005696, 0.007720
0.230333, -0.005427, 0.007492
0.230337, -0.005278, 0.007332
0.230339, -0.005193, 0.007220
0.230341, -0.005082, 0.007021
0.230343, -0.004997, 0.006583
0.230343, -0.005006, 0.006453
0.230342, -0.005045, 0.006255
0.230340, -0.005150, 0.005954
0.230334, -0.005408, 0.005499
0.230327, -0.005696, 0.005142
0.230310, -0.006330, 0.004618
0.230285, -0.007172, 0.004125
0.230257, -0.008026, 0.003670
0.230225, -0.008891, 0.003251
0.230190, -0.009769, 0.002872
0.230108, -0.011546, 0.002189
0.230011, -0.013335, 0.001544
0.229900, -0.015132, 0.000929
0.229774, -0.016937, 0.000342
0.229633, -0.018748, -0.000221
0.229478, -0.020564, -0.000764
0.229307, -0.022383, -0.001291
0.229122, -0.024205, -0.001805
0.228922, -0.026029, -0.002310
0.228707, -0.027853, -0.002808
0.228478, -0.029677, -0.003302
0.228234, -0.031499, -0.003794
0.227975, -0.033318, -0.004288
0.227702, -0.035136, -0.004782
0.227415, -0.036950, -0.005278
0.227113, -0.038763, -0.005773
0.226797, -0.040573, -0.006269
0.226466, -0.042380, -0.006764
0.226121, -0.044185, -0.007259
0.225761, -0.045987, -0.007754
0.225387, -0.047786, -0.008249
0.224999, -0.049582, -0.008744
0.224596, -0.051375, -0.009239
0.224179, -0.053165, -0.009734
0.223748, -0.054951, -0.010229
0.223303, -0.056733, -0.010724
0.222843, -0.058513, -0.011219
0.222370, -0.060288, -0.011714
0.221882, -0.062060, -0.012209
0.221380, -0.063827, -0.012704
0.220864, -0.065591, -0.013199
0.220333, -0.067350, -0.013694
0.219789, -0.069105, -0.014189
0.219231, -0.070856, -0.014684
0.218659, -0.072602, -0.015179
0.218073, -0.074344, -0.015674
0.217473, -0.076081, -0.016168
0.216865, -0.077798, -0.016714
0.216238, -0.079522, -0.017218
0.215598, -0.081242, -0.017721
0.214944, -0.082957, -0.018225
0.214277, -0.084666, -0.018728
0.213596, -0.086370, -0.019232
0.212901, -0.088068, -0.019735
0.212193, -0.089761, -0.020239
0.211834, -0.090605, -0.020490
0.211471, -0.091448, -0.020742
0.211106, -0.092289, -0.020994
0.210736, -0.093129, -0.021245
