x, y, z
0.192025, -0.091522, -0.023832
0.192398, -0.090736, -0.023292
0.192768, -0.089948, -0.022753
0.193134, -0.089158, -0.022214
0.193498, -0.088366, -0.021678
0.194216, -0.086775, -0.020611
0.194923, -0.085176, -0.019555
0.195618, -0.083568, -0.018509
0.196301, -0.081951, -0.017473
0.196971, -0.080326, -0.016445
0.197630, -0.078691, -0.015428
0.198276, -0.077049, -0.014421
0.198910, -0.075397, -0.013425
0.199531, -0.073737, -0.012440
0.200140, -0.072069, -0.011465
0.200736, -0.070392, -0.010502
0.201319, -0.068706, -0.009550
0.201889, -0.067012, -0.008609
0.202446, -0.065312, -0.007670
0.202989, -0.063603, -0.006744
0.203519, -0.061886, -0.005832
0.204036, -0.060160, -0.004934
0.204540, -0.058424, -0.004052
0.205030, -0.056678, -0.003187
0.205508, -0.054923, -0.002338
0.205971, -0.053158, -0.001506
0.206421, -0.051384, -0.000692
0.206857, -0.049600, 0.000106
0.207279, -0.047807, 0.000886
0.207686, -0.046004, 0.001648
0.208079, -0.044192, 0.002391
0.208458, -0.042368, 0.003111
0.208823, -0.040534, 0.003809
0.209172, -0.038689, 0.004483
0.209507, -0.036833, 0.005133
0.209827, -0.034967, 0.005762
0.210131, -0.033091, 0.006373
0.210419, -0.031208, 0.006965
0.210691, -0.029316, 0.007542
0.210946, -0.027414, 0.008096
0.211186, -0.025500, 0.008618
0.211411, -0.023569, 0.009099
0.211619, -0.021620, 0.009529
0.211811, -0.019648, 0.009901
0.211986, -0.017654, 0.010211
0.212145, -0.015639, 0.010461
0.212285, -0.013600, 0.010646
0.212407, -0.011534, 0.010756
0.212511, -0.009437, 0.010776
0.212595, -0.007303, 0.010691
0.212629, -0.006216, 0.010588
0.212659, -0.005106, 0.010422
0.212683, -0.003966, 0.010166
0.212702, -0.002777, 0.009763
0.212713, -0.001780, 0.009310
0.212716, -0.001271, 0.009048
0.212719, -0.000739, 0.008722
0.212720, -0.000450, 0.008491
0.212720, -0.000289, 0.008327
0.212720, -0.000197, 0.008212
0.212720, -0.000075, 0.008007
0.212720, 0.000027, 0.007550
0.212720, 0.000021, 0.007413
0.212720, -0.000014, 0.007205
0.212720, -0.000116, 0.006886
0.212720, -0.000373, 0.006401
0.212719, -0.000665, 0.006019
0.212716, -0.001315, 0.005451
0.212709, -0.002185, 0.004910
0.212698, -0.003068, 0.004409
0.212683, -0.003964, 0.003945
0.212664, -0.004874, 0.003522
0.212614, -0.006720, 0.002756
0.212547, -0.008579, 0.002029
0.212464, -0.010448, 0.001333
0.212363, -0.012325, 0.000666
0.212245, -0.014211, 0.000024
0.212110, -0.016102, -0.000597
0.211958, -0.017998, -0.001201
0.211788, -0.019896, -0.001793
0.211601, -0.021796, -0.002374
0.211396, -0.023697, -0.002948
0.211175, -0.025598, -0.003518
0.210936, -0.027497, -0.004087
0.210680, -0.029393, -0.004656
0.210407, -0.031286, -0.005227
0.210117, -0.033177, -0.005799
0.209810, -0.035065, -0.006370
0.209487, -0.036950, -0.006942
0.209146, -0.038832, -0.007514
0.208788, -0.040712, -0.008085
0.208414, -0.042588, -0.008656
0.208022, -0.044460, -0.009227
0.207614, -0.046329, -0.009798
0.207189, -0.048194, -0.010369
0.206747, -0.050056, -0.010940
0.206289, -0.051913, -0.011512
0.205813, -0.053766, -0.012083
0.205322, -0.055614, -0.012654
0.204813, -0.057458, -0.013225
0.204288, -0.059298, -0.013796
0.203747, -0.061133, -0.014367
0.203189, -0.062962, -0.014939
0.202614, -0.064787, -0.015510
0.202023, -0.066607, -0.016081
0.201416, -0.068421, -0.016652
0.200793, -0.070229, -0.017223
0.200153, -0.072032, -0.017794
0.199497, -0.073829, -0.018366
0.198832, -0.075603, -0.018990
0.198145, -0.077385, -0.019570
0.197442, -0.079161, -0.020150
0.196723, -0.080931, -0.020730
0.195989, -0.082694, -0.021310
0.195238, -0.084450, -0.021890
0.194472, -0.086200, -0.022470
0.193691, -0.087943, -0.023049
0.193294, -0.088811, -0.023339
0.192893, -0.089678, -0.023629
0.192489, -0.090543, -0.023919
0.192080, -0.091406, -0.024209
