x, y, z
0.379110, -0.122230, -0.006309
0.379272, -0.121726, -0.006096
0.379433, -0.121223, -0.005883
0.379594, -0.120719, -0.005671
0.379754, -0.120215, -0.005460
0.380072, -0.119205, -0.005041
0.380388, -0.118194, -0.004629
0.380701, -0.117181, -0.004222
0.381012, -0.116166, -0.003821
0.381320, -0.115150, -0.003426
0.381626, -0.114132, -0.003036
0.381929, -0.113112, -0.002652
0.382230, -0.112091, -0.002274
0.382529, -0.111068, -0.001903
0.382825, -0.110043, -0.001538
0.383119, -0.109016, -0.001179
0.383410, -0.107988, -0.000827
0.383699, -0.106958, -0.000481
0.383985, -0.105926, -0.000137
0.384268, -0.104893, 0.000200
0.384549, -0.103858, 0.000529
0.384828, -0.102821, 0.000849
0.385104, -0.101782, 0.001161
0.385377, -0.100741, 0.001462
0.385649, -0.099697, 0.001754
0.385918, -0.098652, 0.002037
0.386184, -0.097604, 0.002309
0.386448, -0.096553, 0.002571
0.386709, -0.095501, 0.002824
0.386968, -0.094446, 0.003065
0.387225, -0.093389, 0.003295
0.387479, -0.092329, 0.003513
0.387730, -0.091267, 0.003717
0.387980, -0.090201, 0.003908
0.388226, -0.089133, 0.004085
0.388471, -0.088063, 0.004249
0.388712, -0.086990, 0.004403
0.388951, -0.085915, 0.004546
0.389188, -0.084838, 0.004680
0.389422, -0.083758, 0.004801
0.389653, -0.082674, 0.004903
0.389882, -0.081587, 0.004982
0.390109, -0.080494, 0.005031
0.390334, -0.079395, 0.005046
0.390557, -0.078291, 0.005025
0.390778, -0.077180, 0.004970
0.390997, -0.076063, 0.004877
0.391214, -0.074938, 0.004739
0.391430, -0.073805, 0.004550
0.391644, -0.072662, 0.004301
0.391750, -0.072085, 0.004140
0.391857, -0.071502, 0.003944
0.391964, -0.070911, 0.003694
0.392073, -0.070307, 0.003360
0.392162, -0.069812, 0.003016
0.392206, -0.069561, 0.002824
0.392252, -0.069304, 0.002595
0.392275, -0.069170, 0.002441
0.392288, -0.069099, 0.002335
0.392295, -0.069060, 0.002264
0.392303, -0.069013, 0.002140
0.392305, -0.069001, 0.001879
0.392302, -0.069017, 0.001805
0.392296, -0.069055, 0.001694
0.392281, -0.069141, 0.001529
0.392248, -0.069325, 0.001287
0.392214, -0.069518, 0.001106
0.392142, -0.069923, 0.000856
0.392049, -0.070443, 0.000643
0.391954, -0.070967, 0.000452
0.391859, -0.071493, 0.000283
0.391762, -0.072024, 0.000138
0.391564, -0.073091, -0.000106
0.391362, -0.074162, -0.000328
0.391158, -0.075234, -0.000531
0.390949, -0.076309, -0.000717
0.390738, -0.077386, -0.000889
0.390523, -0.078463, -0.001049
0.390305, -0.079542, -0.001199
0.390083, -0.080621, -0.001342
0.389858, -0.081700, -0.001479
0.389631, -0.082779, -0.001611
0.389400, -0.083858, -0.001742
0.389166, -0.084937, -0.001871
0.388929, -0.086015, -0.002001
0.388690, -0.087092, -0.002132
0.388447, -0.088168, -0.002263
0.388201, -0.089244, -0.002394
0.387952, -0.090319, -0.002525
0.387701, -0.091393, -0.002656
0.387446, -0.092466, -0.002787
0.387189, -0.093539, -0.002918
0.386928, -0.094611, -0.003049
0.386664, -0.095683, -0.003180
0.386398, -0.096753, -0.003310
0.386128, -0.097823, -0.003441
0.385856, -0.098893, -0.003572
0.385580, -0.099961, -0.003703
0.385302, -0.101029, -0.003834
0.385021, -0.102096, -0.003965
0.384737, -0.103162, -0.004096
0.384449, -0.104227, -0.004227
0.384159, -0.105292, -0.004357
0.383866, -0.106355, -0.004488
0.383570, -0.107418, -0.004619
0.383271, -0.108480, -0.004750
0.382969, -0.109541, -0.004881
0.382664, -0.110602, -0.005012
0.382356, -0.111661, -0.005143
0.382047, -0.112716, -0.005304
0.381733, -0.113773, -0.005440
0.381417, -0.114829, -0.005576
0.381098, -0.115884, -0.005712
0.380775, -0.116938, -0.005848
0.380450, -0.117992, -0.005984
0.380122, -0.119045, -0.006120
0.379791, -0.120096, -0.006256
0.379625, -0.120622, -0.006324
0.379457, -0.121147, -0.006392
0.379289, -0.121672, -0.006460
0.379121, -0.122197, -0.006528
