x, y, z
0.245072, -0.096920, -0.016407
0.245360, -0.096189, -0.015991
0.245646, -0.095456, -0.015576
0.245930, -0.094722, -0.015162
0.246212, -0.093987, -0.014749
0.246770, -0.092513, -0.013929
0.247320, -0.091033, -0.013119
0.247861, -0.089548, -0.012317
0.248395, -0.088057, -0.011524
0.248920, -0.086562, -0.010739
0.249437, -0.085060, -0.009963
0.249945, -0.083554, -0.009196
0.250446, -0.082042, -0.008439
0.250938, -0.080525, -0.007691
0.251421, -0.079002, -0.006953
0.251896, -0.077474, -0.006224
0.252363, -0.075941, -0.005506
0.252821, -0.074402, -0.004797
0.253269, -0.072860, -0.004091
0.253710, -0.071312, -0.003396
0.254141, -0.069759, -0.002713
0.254564, -0.068200, -0.002043
0.254978, -0.066634, -0.001387
0.255384, -0.065063, -0.000745
0.255780, -0.063485, -0.000119
0.256168, -0.061901, 0.000493
0.256548, -0.060310, 0.001089
0.256918, -0.058714, 0.001671
0.257279, -0.057111, 0.002237
0.257631, -0.055501, 0.002786
0.257974, -0.053885, 0.003318
0.258307, -0.052262, 0.003831
0.258632, -0.050632, 0.004324
0.258947, -0.048994, 0.004795
0.259253, -0.047349, 0.005246
0.259549, -0.045697, 0.005678
0.259836, -0.044039, 0.006093
0.260112, -0.042375, 0.006493
0.260379, -0.040705, 0.006878
0.260635, -0.039028, 0.007243
0.260882, -0.037343, 0.007580
0.261119, -0.035647, 0.007881
0.261347, -0.033937, 0.008136
0.261565, -0.032212, 0.008339
0.261774, -0.030471, 0.008488
0.261972, -0.028715, 0.008584
0.262160, -0.026943, 0.008622
0.262338, -0.025152, 0.008593
0.262506, -0.023339, 0.008485
0.262663, -0.021500, 0.008284
0.262738, -0.020566, 0.008129
0.262810, -0.019617, 0.007919
0.262881, -0.018647, 0.007629
0.262950, -0.017643, 0.007209
0.263005, -0.016808, 0.006756
0.263032, -0.016383, 0.006499
0.263059, -0.015942, 0.006184
0.263073, -0.015706, 0.005967
0.263080, -0.015576, 0.005815
0.263085, -0.015504, 0.005710
0.263090, -0.015411, 0.005525
0.263094, -0.015349, 0.005122
0.263093, -0.015363, 0.005005
0.263091, -0.015406, 0.004826
0.263084, -0.015513, 0.004556
0.263069, -0.015765, 0.004151
0.263053, -0.016040, 0.003837
0.263016, -0.016636, 0.003384
0.262965, -0.017421, 0.002968
0.262911, -0.018214, 0.002586
0.262854, -0.019017, 0.002238
0.262794, -0.019828, 0.001926
0.262665, -0.021470, 0.001372
0.262525, -0.023119, 0.000853
0.262374, -0.024775, 0.000362
0.262212, -0.026437, -0.000103
0.262039, -0.028103, -0.000546
0.261854, -0.029773, -0.000971
0.261658, -0.031446, -0.001381
0.261452, -0.033121, -0.001779
0.261234, -0.034796, -0.002168
0.261005, -0.036472, -0.002552
0.260766, -0.038147, -0.002931
0.260515, -0.039821, -0.003309
0.260254, -0.041493, -0.003688
0.259983, -0.043163, -0.004068
0.259700, -0.044831, -0.004449
0.259407, -0.046497, -0.004830
0.259103, -0.048162, -0.005211
0.258789, -0.049824, -0.005592
0.258463, -0.051484, -0.005973
0.258128, -0.053143, -0.006353
0.257781, -0.054799, -0.006733
0.257424, -0.056453, -0.007114
0.257056, -0.058104, -0.007494
0.256678, -0.059753, -0.007874
0.256289, -0.061400, -0.008255
0.255889, -0.063044, -0.008635
0.255479, -0.064686, -0.009016
0.255059, -0.066324, -0.009396
0.254628, -0.067961, -0.009777
0.254186, -0.069594, -0.010157
0.253734, -0.071224, -0.010538
0.253272, -0.072852, -0.010918
0.252799, -0.074476, -0.011298
0.252315, -0.076098, -0.011679
0.251822, -0.077716, -0.012059
0.251318, -0.079331, -0.012440
0.250803, -0.080943, -0.012820
0.250282, -0.082540, -0.013248
0.249748, -0.084143, -0.013636
0.249203, -0.085743, -0.014024
0.248648, -0.087339, -0.014412
0.248083, -0.088931, -0.014801
0.247508, -0.090520, -0.015189
0.246922, -0.092106, -0.015577
0.246326, -0.093687, -0.015965
0.246025, -0.094476, -0.016160
0.245721, -0.095265, -0.016354
0.245414, -0.096052, -0.016548
0.245105, -0.096838, -0.016742
